epoch,lr,train_loss,train_qwk,train_acc,train_seconds,val_qwk,val_acc,val_balanced_acc,val_collapsed,val_collapse_level,val_collapse_reasons,val_collapse_warnings
0,0.00015038961038961037,1.1554489377257111,-0.0022049804682309215,0.6558203855852924,112.16635608673096,0.025321123384707045,0.737661351556568,0.2016220902407833,True,collapsed,"referable grade(s) never predicted: 3 (Severe), 4 (Proliferative). At or above the referable threshold (2), so the system cannot flag these cases even in principle.; accuracy 0.7377 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same","grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
1,0.0003,0.9243962608374559,0.336839877731842,0.750142357439193,72.89837312698364,0.5111263753719548,0.7549354593773728,0.37717854532716777,True,collapsed,accuracy 0.7549 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
2,0.00029906626316914654,0.891292743868642,0.4998243437340001,0.7684047832099569,72.21002745628357,0.5610674865488086,0.7752467729688687,0.3969277652121589,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
3,0.00029627679495900075,0.8687003067561558,0.5527057114799572,0.7804848287643374,72.47516107559204,0.5669191700182472,0.782839787395596,0.36884300790078955,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
4,0.00029166667455079255,0.8501502681088138,0.5878465357518531,0.7863824941023346,71.74600338935852,0.6023378181678651,0.7915717539863326,0.3999915233660987,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
5,0.0002852938768835092,0.8390899884236324,0.6164758332310611,0.7927275685349385,70.15157890319824,0.5835140139117599,0.7908124525436598,0.39146463714840907,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
6,0.0002772385435854002,0.8246284189162316,0.6316089826542888,0.7985032132107703,70.48479056358337,0.6217702409455823,0.7968868640850417,0.44069578779526786,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
7,0.0002676019751465024,0.8140037917471551,0.6569605567314141,0.803994143008216,70.25835967063904,0.5962113475019467,0.7947987851176918,0.40165964388319075,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
8,0.0002565053570062023,0.8060574101163195,0.6661949746618305,0.807695436427235,71.93741607666016,0.6349613125898022,0.7968868640850417,0.4155097863861384,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
9,0.00024408823557602193,0.798565271767703,0.6759436162007195,0.8109899943057024,70.67850255966187,0.6245261120472192,0.8020121488230828,0.4252720516529601,False,none,,
10,0.00023050676336252746,0.7889954463228003,0.6894908321714142,0.815382738143659,70.84501647949219,0.603465504560389,0.7974563401670464,0.41546160607481897,False,none,,
11,0.00021593173525895733,0.7796854765384228,0.7039909200592276,0.8181892133734646,71.05893588066101,0.6321202401651325,0.8010630220197419,0.4200852470413663,False,none,,
12,0.0002005464407003423,0.7720366066152399,0.710500631249323,0.8218905067924835,70.70261335372925,0.6434795947123183,0.7985952923310554,0.4241697290088375,False,none,,
13,0.00018454435869251265,0.7651232062996208,0.7215682200735798,0.8253070853331164,71.78314733505249,0.6665766688912407,0.7955580865603644,0.4627807269585709,False,none,,
14,0.0001681267247013412,0.7557545463760178,0.7289767672113687,0.8294964614007972,71.56841945648193,0.6160302277797903,0.7993545937737282,0.3948169385562547,False,none,,
15,0.0001515,0.7488851561174764,0.7405027767740906,0.8316928333197755,74.34215831756592,0.668700402725906,0.8023917995444191,0.467008785393986,False,none,,
16,0.00013487327529865877,0.7409165507787234,0.7431230151079258,0.8340112259009193,72.34706664085388,0.643092172797206,0.8033409263477601,0.4226435319180192,False,none,,
17,0.00011845564130748732,0.7336379545075553,0.751817472660995,0.8370210689010006,71.87872838973999,0.6688535032481402,0.7997342444950646,0.4621459416843251,False,none,,
18,0.00010245355929965772,0.7267577968634569,0.759127799333205,0.8418205482795087,71.64080953598022,0.6512027894736427,0.8046697038724373,0.4351040100346372,False,none,,
19,8.706826474104262e-05,0.7197437727606142,0.7666973276440061,0.8443829821849833,71.61027240753174,0.6640420565094208,0.8014426727410782,0.44710407293460597,False,none,,
20,7.249323663747253e-05,0.7134998663679346,0.7748262539334481,0.8465793541039616,71.4174907207489,0.6831098029262761,0.8054290053151101,0.4690221346091502,False,none,,
21,5.8911764423978075e-05,0.7100924796872324,0.7738626747595223,0.8458472301309689,70.45660471916199,0.6686934066921559,0.8052391799544419,0.4408042021546608,False,none,,
22,4.6494642993797704e-05,0.7061654682283277,0.7806472455544378,0.8516228748068007,71.9501051902771,0.667116811351969,0.804290053151101,0.4497342099124285,False,none,,
23,3.539802485349757e-05,0.7002065666310199,0.7916573258494797,0.8547140649149922,71.0435802936554,0.6765224721652546,0.8067577828397874,0.4508961714425369,False,none,,
24,2.5761456414599805e-05,0.6958569156659113,0.7919991932767315,0.8568697632799154,71.58183598518372,0.6713426391767455,0.8020121488230828,0.4531845552378046,False,none,,
25,1.7706123116490774e-05,0.6965737465140107,0.7916650099479114,0.8562596599690881,70.85165905952454,0.6733826962098057,0.8037205770690964,0.44449399316782756,False,none,,
26,1.1333325449207414e-05,0.6925062357605277,0.7911545518794216,0.8554055153339298,72.14458680152893,0.6677194384179193,0.8046697038724373,0.4364472857840701,False,none,,
