epoch,lr,train_loss,train_qwk,train_acc,train_seconds,val_qwk,val_acc,val_balanced_acc,val_collapsed,val_collapse_level,val_collapse_reasons,val_collapse_warnings
0,0.00015038961038961037,1.7444687138904225,0.15454438962693184,0.5733344179614415,93.42279982566833,0.3722739545466165,0.729498861047836,0.3086214984894441,True,collapsed,accuracy 0.7295 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
1,0.0003,0.9406282499239043,0.4711931370690777,0.7548198161555356,76.1156702041626,0.5967355961936941,0.7854973424449506,0.3824526548109281,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
2,2.9999999999999997e-06,0.8407685143607003,0.6211144423790712,0.7954526966566339,75.69074320793152,0.6412922978611402,0.8044798785117692,0.41197068413035903,False,warning,,"grade(s) never predicted: 1 (Mild). Below the referable threshold (2), so no referral decision changes; this is the characteristic weakness of an unbalanced baseline and what the imbalance arms are measured against."
