epoch,lr,train_loss,train_qwk,train_acc,train_seconds,val_qwk,val_acc,val_balanced_acc,val_collapsed,val_collapse_reasons
0,0.00015038961038961037,1.1554489377257111,-0.0022049804682309215,0.6558203855852924,137.0851526260376,0.025321123384707045,0.737661351556568,0.2016220902407833,True,"grade(s) never predicted: 1 (Mild), 3 (Severe), 4 (Proliferative); accuracy 0.7377 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same"
1,0.0003,0.9243962608374559,0.336839877731842,0.750142357439193,71.70719957351685,0.5111263753719548,0.7549354593773728,0.37717854532716777,True,grade(s) never predicted: 1 (Mild); accuracy 0.7549 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same
2,0.0002801047724619891,0.8917929311851402,0.5020480036163066,0.7690555600748393,71.46390271186829,0.5493702491291494,0.7773348519362187,0.3640138133301673,True,grade(s) never predicted: 1 (Mild)
3,0.00022574999999999996,0.8671669088400804,0.5501309921376761,0.7794273163589034,70.62055921554565,0.5459050445937932,0.7845482156416097,0.3602771070568558,True,grade(s) never predicted: 1 (Mild)
4,0.0001515,0.8471208782939168,0.5883662933167599,0.788863580899699,69.70510172843933,0.596657400838716,0.7904328018223234,0.40174150573302664,True,grade(s) never predicted: 1 (Mild)
5,7.725000000000003e-05,0.8334032128383587,0.6186133710054029,0.7945578784674204,70.04355359077454,0.5954039833810096,0.7919514047076689,0.4022387093166716,True,grade(s) never predicted: 1 (Mild)
6,2.289522753801085e-05,0.8213690367611972,0.6319567802878071,0.7987879280891564,70.08808827400208,0.6137714787228403,0.7965072133637054,0.41626293098233924,True,grade(s) never predicted: 1 (Mild)
7,2.9999999999999997e-06,0.8171615758499542,0.6464975358001521,0.8033840396973888,70.24637627601624,0.6134823956968067,0.7965072133637054,0.4157858991131692,True,grade(s) never predicted: 1 (Mild)
