epoch,lr,train_loss,train_qwk,train_acc,train_seconds,val_qwk,val_acc,val_balanced_acc,val_collapsed,val_collapse_level,val_collapse_reasons,val_collapse_warnings
0,0.00015038961038961037,0.3332982341771002,0.18533474610670064,0.6778247783291304,69.82816100120544,0.4423773752665462,0.6660971905846621,0.2619507443079824,True,collapsed,accuracy 0.6661 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
1,0.0003,0.26519735335529626,0.48433761490009974,0.6583014723826568,77.61199831962585,0.5668193349611301,0.6550873196659074,0.33951172755928327,True,collapsed,accuracy 0.6551 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
2,0.00029906626316914654,0.2450668244392841,0.5445341472225776,0.678800943626454,70.32016086578369,0.5446355161855361,0.711085801063022,0.29304707047317874,True,collapsed,accuracy 0.7111 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
3,0.00029627679495900075,0.22934371974174078,0.5838889515881882,0.689376067680794,71.07347559928894,0.5704055617058055,0.7046317388003037,0.30084396086621,True,collapsed,accuracy 0.7046 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
4,0.00029166667455079255,0.21800254656896964,0.6158477621712797,0.7021068901000569,70.76576113700867,0.6102525479147809,0.7196279422930904,0.3605245413557888,True,collapsed,accuracy 0.7196 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
5,0.0002852938768835092,0.20790020370638215,0.6414972713639582,0.7126006670462866,70.44734239578247,0.5729629928198121,0.7287395596051632,0.30280214414187856,True,collapsed,accuracy 0.7287 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
6,0.0002772385435854002,0.2015791913131615,0.6538110419822311,0.7200032538843244,70.31403255462646,0.6350349633445324,0.7131738800303721,0.36553286647747063,True,collapsed,accuracy 0.7132 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
7,0.0002676019751465024,0.19377740824764425,0.6707524989840281,0.7230537704384609,71.52953314781189,0.636026693199182,0.6666666666666666,0.38736557369372016,True,collapsed,accuracy 0.6667 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
8,0.0002565053570062023,0.18910862741532264,0.6824203186196436,0.7302529895062231,70.80053091049194,0.6770302432846286,0.7103264996203493,0.4032602570999487,True,collapsed,accuracy 0.7103 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
9,0.00024408823557602193,0.18417458541013979,0.6922929146179502,0.7317985845603189,70.92375111579895,0.6113580848859157,0.7511389521640092,0.3389033942996649,True,collapsed,accuracy 0.7511 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
10,0.00023050676336252746,0.17844018409778545,0.7045090314422968,0.7382250061010331,70.55274319648743,0.6122532999641752,0.7481017463933182,0.3250481297746882,True,collapsed,accuracy 0.7481 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
11,0.00021593173525895733,0.172002007986431,0.7193554797894961,0.7468884731147808,70.61761569976807,0.6567960482571088,0.7475322703113136,0.3667065957652839,True,collapsed,accuracy 0.7475 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
12,0.0002005464407003423,0.167233755574985,0.7276519039551169,0.7499796632229724,71.6443932056427,0.6840455932766831,0.7344343204252088,0.43057111309793045,True,collapsed,accuracy 0.7344 is within 0.02 of the majority-class rate 0.7369 — predicting the majority class for everything would score about the same,
